T0;Tr1;Tpco;Tpm;Tzco;Tzco_ref;Tzm;Fcob_i;rtb_Fcob;TrSP1;Um;Ub1;Ub2;Tr2;TrSP2;;Uchyb;B³¹d wzglêdny uchybu
3;19.992447;41.107387;51.776686;49.74814;49.75;77.5;0.006988;0.006988;20;0.112694;0.628922;0.628922;19.992447;20;;0.007553;0.04%
3;19.985503;41.11156;51.778955;49.747425;49.75;77.5;0.007002;0.007002;20;0.112878;0.630173;0.630173;19.985503;20;;0.014497;0.07%
3;19.97975;41.118482;51.781551;49.746997;49.75;77.5;0.007018;0.007018;20;0.113061;0.631622;0.631622;19.97975;20;;0.02025;0.1%
03.maj;19.97832;41.110018;51.667076;49.653715;49.6625;77.375;0.007031;0.007031;20;0.112226;0.632811;0.632811;19.97832;20;;0.02168;0.11%
3;19.973234;41.117952;51.796239;49.74657;49.75;77.5;0.00705;0.00705;20;0.113749;0.634536;0.634536;19.973234;20;;0.026766;0.13%
03.maj;19.972954;41.121131;51.675976;49.65515;49.6625;77.375;0.007066;0.007066;20;0.112652;0.63591;0.63591;19.972954;20;;0.027046;0.14%
03.maj;19.972534;41.118664;51.686685;49.654993;49.6625;77.375;0.007081;0.007081;20;0.11309;0.637314;0.637314;19.972534;20;;0.027466;0.14%
03.maj;19.972241;41.123062;51.69166;49.656406;49.6625;77.375;0.007097;0.007097;20;0.113286;0.638726;0.638726;19.972241;20;;0.027759;0.14%
3;19.969225;41.149463;51.812787;49.750653;49.75;77.5;0.007117;0.007117;20;0.114452;0.640499;0.640499;19.969225;20;;0.030775;0.15%
3;19.96843;41.181597;51.806495;49.752077;49.75;77.5;0.007135;0.007135;20;0.114193;0.642146;0.642146;19.96843;20;;0.03157;0.16%
3;19.969322;41.206611;51.804968;49.751786;49.75;77.5;0.007151;0.007151;20;0.114126;0.643618;0.643618;19.969322;20;;0.030678;0.15%
3;19.971361;41.226859;51.803758;49.751458;49.75;77.5;0.007166;0.007166;20;0.114078;0.644901;0.644901;19.971361;20;;0.028639;0.14%
3;19.974173;41.243594;51.802829;49.75116;49.75;77.5;0.007178;0.007178;20;0.114043;0.645984;0.645984;19.974173;20;;0.025827;0.13%
3;19.977487;41.257545;51.802057;49.750973;49.75;77.5;0.007187;0.007187;20;0.114008;0.646863;0.646863;19.977487;20;;0.022513;0.11%
3;19.981097;41.269127;51.801337;49.750898;49.75;77.5;0.007195;0.007195;20;0.11397;0.647538;0.647538;19.981097;20;;0.018903;0.09%
3;19.984838;41.278585;51.800596;49.750908;49.75;77.5;0.0072;0.0072;20;0.113924;0.648016;0.648016;19.984838;20;;0.015162;0.08%
3;19.988581;41.286069;51.799793;49.750971;49.75;77.5;0.007203;0.007203;20;0.113871;0.648306;0.648306;19.988581;20;;0.011419;0.06%
3;19.992217;41.291699;51.798908;49.751058;49.75;77.5;0.007205;0.007205;20;0.113811;0.648422;0.648422;19.992217;20;;0.007783;0.04%
3;19.99566;41.295583;51.797945;49.751148;49.75;77.5;0.007204;0.007204;20;0.113747;0.64838;0.64838;19.99566;20;;0.00434;0.02%
3;19.998838;41.29784;51.796915;49.751225;49.75;77.5;0.007202;0.007202;20;0.11368;0.648198;0.648198;19.998838;20;;0.001162;0.01%
02.wrz;19.995447;41.335131;52.030356;49.93712;49.925;77.75;0.007208;0.007208;20;0.115661;0.648692;0.648692;19.995447;20;;0.004553;0.02%
3;20.001371;41.341572;51.775904;49.752016;49.75;77.5;0.007202;0.007202;20;0.1128;0.648177;0.648177;20.001371;20;;0.001371;0.01%
02.wrz;19.99953;41.359858;52.020495;49.934634;49.925;77.75;0.007204;0.007204;20;0.115251;0.648345;0.648345;19.99953;20;;0.00047;0,00%
02.wrz;19.999699;41.39059;52.002854;49.93555;49.925;77.75;0.007204;0.007204;20;0.114557;0.648355;0.648355;19.999699;20;;0.000301;0,00%
02.sie;19.994904;41.444408;52.230489;50.119338;50.1;78;0.007211;0.007211;20;0.116336;0.648986;0.648986;19.994904;20;;0.005096;0.03%
02.sie;19.994058;41.496848;52.206578;50.118157;50.1;78;0.007215;0.007215;20;0.115424;0.64936;0.64936;19.994058;20;;0.005942;0.03%
02.sie;19.995591;41.527574;52.195024;50.114202;50.1;78;0.007216;0.007216;20;0.115015;0.649472;0.649472;19.995591;20;;0.004409;0.02%
02.sie;19.998243;41.54496;52.186371;50.110782;50.1;78;0.007215;0.007215;20;0.114735;0.649364;0.649364;19.998243;20;;0.001757;0.01%
lut.75;19.998151;41.572215;52.297353;50.200987;50.1875;78.125;0.007216;0.007216;20;0.115561;0.649471;0.649471;19.998151;20;;0.001849;0.01%
lut.75;19.999723;41.597483;52.283401;50.19918;50.1875;78.125;0.007215;0.007215;20;0.115068;0.649372;0.649372;19.999723;20;;0.000277;0,00%
lut.65;19.995904;41.64769;52.510728;50.382491;50.3625;78.375;0.007221;0.007221;20;0.116843;0.649879;0.649879;19.995904;20;;0.004096;0.02%
lut.75;20.001986;41.660765;52.251844;50.194762;50.1875;78.125;0.007215;0.007215;20;0.113933;0.649322;0.649322;20.001986;20;;0.001986;0.01%
lut.65;20.000551;41.682431;52.493579;50.376195;50.3625;78.375;0.007216;0.007216;20;0.116257;0.649409;0.649409;20.000551;20;;0.000551;0,00%
lut.65;20.001198;41.714358;52.47383;50.375611;50.3625;78.375;0.007215;0.007215;20;0.115553;0.649308;0.649308;20.001198;20;;0.001198;0.01%
lut.65;20.0031;41.731559;52.4656;50.372688;50.3625;78.375;0.007211;0.007211;20;0.115268;0.649014;0.649014;20.0031;20;;0.0031;0.02%
lut.65;20.005451;41.739798;52.45932;50.370309;50.3625;78.375;0.007206;0.007206;20;0.115058;0.648566;0.648566;20.005451;20;;0.005451;0.03%
02.cze;20.004668;41.760676;52.571938;50.461451;50.45;78.5;0.007204;0.007204;20;0.115911;0.648397;0.648397;20.004668;20;;0.004668;0.02%
02.cze;20.005331;41.781302;52.559095;50.460165;50.45;78.5;0.007201;0.007201;20;0.115455;0.648086;0.648086;20.005331;20;;0.005331;0.03%
02.cze;20.006741;41.791388;52.5527;50.457902;50.45;78.5;0.007196;0.007196;20;0.115233;0.647644;0.647644;20.006741;20;;0.006741;0.03%
02.cze;20.008341;41.795038;52.547859;50.456028;50.45;78.5;0.00719;0.00719;20;0.115074;0.647107;0.647107;20.008341;20;;0.008341;0.04%
02.maj;20.003572;41.831339;52.778743;50.640746;50.625;78.75;0.007192;0.007192;20;0.116944;0.647299;0.647299;20.003572;20;;0.003572;0.02%
02.maj;20.001937;41.871862;52.757398;50.639813;50.625;78.75;0.007193;0.007193;20;0.116186;0.647336;0.647336;20.001937;20;;0.001937;0.01%
02.maj;20.00223;41.894509;52.747939;50.636592;50.625;78.75;0.007191;0.007191;20;0.115852;0.647208;0.647208;20.00223;20;;0.00223;0.01%
02.maj;20.003424;41.906412;52.740848;50.633786;50.625;78.75;0.007188;0.007188;20;0.115625;0.646949;0.646949;20.003424;20;;0.003424;0.02%
02.kwi;19.998683;41.948394;52.970193;50.817764;50.8;79;0.007193;0.007193;20;0.117446;0.647385;0.647385;19.998683;20;;0.001317;0.01%
02.kwi;19.997342;41.992954;52.947816;50.816091;50.8;79;0.007196;0.007196;20;0.116682;0.64763;0.64763;19.997342;20;;0.002658;0.01%
lut.35;19.994963;42.03702;53.054992;50.905609;50.8875;79.125;0.007201;0.007201;20;0.117321;0.648073;0.648073;19.994963;20;;0.005037;0.03%
lut.35;19.995291;42.073022;53.038105;50.902547;50.8875;79.125;0.007203;0.007203;20;0.116757;0.648293;0.648293;19.995291;20;;0.004709;0.02%
lut.35;19.997125;42.093698;53.028957;50.898873;50.8875;79.125;0.007203;0.007203;20;0.116468;0.648303;0.648303;19.997125;20;;0.002875;0.01%
lut.35;19.999596;42.104938;53.022252;50.895923;50.8875;79.125;0.007202;0.007202;20;0.116271;0.648139;0.648139;19.999596;20;;0.000404;0,00%
lut.35;20.002202;42.110198;53.017396;50.893668;50.8875;79.125;0.007198;0.007198;20;0.116134;0.647833;0.647833;20.002202;20;;0.002202;0.01%
lut.35;20.004656;42.111605;53.013839;50.892036;50.8875;79.125;0.007194;0.007194;20;0.116032;0.647416;0.647416;20.004656;20;;0.004656;0.02%
lut.35;20.006801;42.110474;53.011176;50.890889;50.8875;79.125;0.007188;0.007188;20;0.11595;0.646913;0.646913;20.006801;20;;0.006801;0.03%
lut.35;20.00856;42.107635;53.009126;50.890093;50.8875;79.125;0.007182;0.007182;20;0.115882;0.646352;0.646352;20.00856;20;;0.00856;0.04%
lut.35;20.009902;42.103635;53.007502;50.889536;50.8875;79.125;0.007175;0.007175;20;0.115822;0.645754;0.645754;20.009902;20;;0.009902;0.05%
lut.25;20.00458;42.135606;53.240619;51.075603;51.0625;79.375;0.007177;0.007177;20;0.11771;0.645936;0.645936;20.00458;20;;0.00458;0.02%
lut.25;20.002279;42.173688;53.220807;51.075149;51.0625;79.375;0.007178;0.007178;20;0.117027;0.646005;0.646005;20.002279;20;;0.002279;0.01%
lut.25;20.001892;42.195214;53.212542;51.072538;51.0625;79.375;0.007177;0.007177;20;0.116724;0.645945;0.645945;20.001892;20;;0.001892;0.01%
lut.25;20.002456;42.206855;53.206308;51.07016;51.0625;79.375;0.007175;0.007175;20;0.116521;0.645783;0.645783;20.002456;20;;0.002456;0.01%
lut.15;19.997169;42.249217;53.436246;51.254668;51.2375;79.625;0.007182;0.007182;20;0.118318;0.646335;0.646335;19.997169;20;;0.002831;0.01%
lut.25;20.001628;42.257683;53.179555;51.066301;51.0625;79.375;0.007177;0.007177;20;0.115664;0.645918;0.645918;20.001628;20;;0.001628;0.01%
lut.15;19.998604;42.27766;53.423233;51.249526;51.2375;79.625;0.00718;0.00718;20;0.117902;0.646222;0.646222;19.998604;20;;0.001396;0.01%
lut.15;19.997812;42.30932;53.404721;51.248673;51.2375;79.625;0.007182;0.007182;20;0.117323;0.646399;0.646399;19.997812;20;;0.002188;0.01%
lut.15;19.998479;42.32751;53.397753;51.246114;51.2375;79.625;0.007183;0.007183;20;0.11709;0.646429;0.646429;19.998479;20;;0.001521;0.01%
lut.15;19.999834;42.337642;53.392491;51.244012;51.2375;79.625;0.007182;0.007182;20;0.116923;0.646338;0.646338;19.999834;20;;0.000166;0,00%
02.sty;19.998308;42.361123;53.50592;51.335612;51.325;79.75;0.007184;0.007184;20;0.117771;0.646544;0.646544;19.998308;20;;0.001692;0.01%
02.sty;19.998478;42.384651;53.493727;51.334175;51.325;79.75;0.007185;0.007185;20;0.11738;0.646613;0.646613;19.998478;20;;0.001522;0.01%
02.sty;19.999629;42.397937;53.487981;51.332082;51.325;79.75;0.007184;0.007184;20;0.117186;0.646548;0.646548;19.999629;20;;0.000371;0,00%
02.sty;20.001188;42.404943;53.483665;51.330356;51.325;79.75;0.007182;0.007182;20;0.117049;0.646372;0.646372;20.001188;20;;0.001188;0.01%
02.sty;20.002819;42.407945;53.480489;51.32899;51.325;79.75;0.007179;0.007179;20;0.116953;0.646109;0.646109;20.002819;20;;0.002819;0.01%
02.sty;20.004334;42.408363;53.478132;51.327977;51.325;79.75;0.007175;0.007175;20;0.116882;0.645778;0.645778;20.004334;20;;0.004334;0.02%
02.sty;20.005629;42.407087;53.47635;51.327248;51.325;79.75;0.007171;0.007171;20;0.116825;0.645398;0.645398;20.005629;20;;0.005629;0.03%
02.sty;20.006655;42.404691;53.474973;51.326729;51.325;79.75;0.007167;0.007167;20;0.116778;0.644987;0.644987;20.006655;20;;0.006655;0.03%
02.sty;20.007393;42.401555;53.473885;51.326357;51.325;79.75;0.007162;0.007162;20;0.116739;0.644561;0.644561;20.007393;20;;0.007393;0.04%
02.sty;20.007848;42.397948;53.473011;51.326082;51.325;79.75;0.007157;0.007157;20;0.116706;0.644134;0.644134;20.007848;20;;0.007848;0.04%
02.sty;20.008035;42.394073;53.472305;51.325869;51.325;79.75;0.007152;0.007152;20;0.116679;0.643717;0.643717;20.008035;20;;0.008035;0.04%
2;20.001733;42.42689;53.706107;51.512412;51.5;80;0.007157;0.007157;20;0.118551;0.644115;0.644115;20.001733;20;;0.001733;0.01%
2;19.998634;42.466237;53.686876;51.51176;51.5;80;0.00716;0.00716;20;0.117932;0.644427;0.644427;19.998634;20;;0.001366;0.01%
2;19.997636;42.489501;53.67923;51.509276;51.5;80;0.007163;0.007163;20;0.117658;0.644627;0.644627;19.997636;20;;0.002364;0.01%
2;19.997773;42.503224;53.67352;51.507005;51.5;80;0.007164;0.007164;20;0.117479;0.644731;0.644731;19.997773;20;;0.002227;0.01%
2;19.998482;42.511074;53.669473;51.505084;51.5;80;0.007164;0.007164;20;0.11737;0.644755;0.644755;19.998482;20;;0.001518;0.01%
2;19.99943;42.515305;53.666638;51.503618;51.5;80;0.007163;0.007163;20;0.117301;0.644713;0.644713;19.99943;20;;0.00057;0,00%
2;20.000426;42.517285;53.664648;51.502561;51.5;80;0.007162;0.007162;20;0.117254;0.644617;0.644617;20.000426;20;;0.000426;0,00%
sty.95;19.998242;42.536265;53.780455;51.595215;51.5875;80.125;0.007165;0.007165;20;0.118163;0.644876;0.644876;19.998242;20;;0.001758;0.01%
sty.95;19.997654;42.557563;53.769996;51.594438;51.5875;80.125;0.007167;0.007167;20;0.117835;0.645042;0.645042;19.997654;20;;0.002346;0.01%
sty.95;19.998064;42.570117;53.765553;51.592929;51.5875;80.125;0.007168;0.007168;20;0.117679;0.645111;0.645111;19.998064;20;;0.001936;0.01%
sty.85;19.992723;42.614304;53.996595;51.778409;51.7625;80.375;0.007177;0.007177;20;0.11945;0.645891;0.645891;19.992723;20;;0.007277;0.04%
sty.85;19.990998;42.661555;53.975349;51.776725;51.7625;80.375;0.007183;0.007183;20;0.118788;0.646483;0.646483;19.990998;20;;0.009002;0.05%
sty.85;19.991571;42.690377;53.966253;51.773603;51.7625;80.375;0.007187;0.007187;20;0.118472;0.646868;0.646868;19.991571;20;;0.008429;0.04%
sty.85;19.993343;42.707981;53.95944;51.77089;51.7625;80.375;0.00719;0.00719;20;0.118257;0.647071;0.647071;19.993343;20;;0.006657;0.03%
sty.75;19.989422;42.755516;54.18894;51.955495;51.9375;80.625;0.007199;0.007199;20;0.119988;0.647909;0.647909;19.989422;20;;0.010578;0.05%
sty.75;19.989087;42.804778;54.16654;51.953171;51.9375;80.625;0.007205;0.007205;20;0.119303;0.648492;0.648492;19.989087;20;;0.010913;0.05%
sty.75;19.990957;42.834621;54.15657;51.949705;51.9375;80.625;0.007209;0.007209;20;0.118958;0.648811;0.648811;19.990957;20;;0.009043;0.05%
sty.75;19.993898;42.852489;54.149045;51.946771;51.9375;80.625;0.00721;0.00721;20;0.118716;0.648898;0.648898;19.993898;20;;0.006102;0.03%
01.lip;19.912131;39.939615;53.371098;53.354224;52.025;80.75;0;0;15;0;0;0;19.912131;15;;4.912131;32.75%
01.lip;19.677158;37.166862;53.362679;53.362644;52.025;80.75;0;0;15;0;0;0;19.677158;15;;4.677158;31.18%
01.lip;19.326329;34.734966;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0;19.326329;15;;4.326329;28.84%
01.lip;18.891607;32.583386;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0;18.891607;15;;3.891607;25.94%
01.lip;18.397882;30.663798;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0;18.397882;15;;3.397882;22.65%
01.lip;17.864476;28.937553;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0;17.864476;15;;2.864476;19.1%
01.lip;17.306331;27.373663;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0;17.306331;15;;2.306331;15.38%
01.lip;16.734944;25.947211;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0;16.734944;15;;1.734944;11.57%
01.lip;16.159103;24.638097;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0;16.159103;15;;1.159103;7.73%
01.lip;15.585475;23.430043;53.362661;53.362661;52.025;80.75;0;0;15;0;0;0;15.585475;15;;0.585475;3.9%
01.cze;15.012033;22.3093;53.362661;53.362661;52.2;81;0;0;15;0;0;0;15.012033;15;;0.012033;0.08%
01.cze;14.450334;21.264713;53.362661;53.362661;52.2;81;0;0;15;0;0;0;14.450334;15;;0.549666;3.66%
01.cze;13.902913;20.287601;53.362661;53.362661;52.2;81;0;0;15;0;0;0;13.902913;15;;1.097087;7.31%
01.cze;13.371541;19.370772;53.362661;53.362661;52.2;81;0;0;15;0;0;0;13.371541;15;;1.628459;10.86%
01.cze;12.857399;18.508224;53.362661;53.362661;52.2;81;0;0;15;0;0;0;12.857399;15;;2.142601;14.28%
sty.55;12.357694;17.694657;53.362661;53.362661;52.2875;81.125;0;0;15;0;0;0;12.357694;15;;2.642306;17.62%
sty.55;11.876727;16.925629;53.362661;53.362661;52.2875;81.125;0;0;15;0;0;0;11.876727;15;;3.123273;20.82%
sty.55;11.414719;16.257645;53.346853;53.257415;52.2875;81.125;0.000395;0.000395;15;0;0.035587;0.035587;11.414719;15;;3.585281;23.9%
sty.55;11.036773;18.329888;51.059439;49.68864;52.2875;81.125;0.00292;0.00292;15;0;0.262829;0.262829;11.036773;15;;3.963227;26.42%
sty.55;10.898171;22.508116;46.521438;43.962442;52.2875;81.125;0.005327;0.005327;15;0.145465;0.479437;0.479437;10.898171;15;;4.101829;27.35%
sty.55;11.019596;27.033585;51.760648;46.003144;52.2875;81.125;0.007449;0.007449;15;0.331604;0.670399;0.670399;11.019596;15;;3.980404;26.54%
sty.55;11.397256;31.990274;54.18534;48.465783;52.2875;81.125;0.009147;0.009147;15;0.333699;0.82323;0.82323;11.397256;15;;3.602744;24.02%
sty.55;11.990783;36.316347;55.449655;50.178239;52.2875;81.125;0.010332;0.010332;15;0.308229;0.929916;0.929916;11.990783;15;;3.009217;20.06%
sty.45;12.716601;39.634192;56.201994;51.509023;52.4625;81.375;0.011001;0.011001;15;0.270453;0.990066;0.990066;12.716601;15;;2.283399;15.22%
sty.45;13.506387;41.883523;56.248915;52.224369;52.4625;81.375;0.011111;0.011111;15;0.227036;1;1;13.506387;15;;1.493613;9.96%
sty.45;14.295869;43.244514;56.081666;52.579627;52.4625;81.375;0.010906;0.010906;15;0.193568;0.98152;0.98152;14.295869;15;;0.704131;4.69%
sty.45;15.041766;43.929291;55.815222;52.745295;52.4625;81.375;0.010258;0.010258;15;0.166366;0.923243;0.923243;15.041766;15;;0.041766;0.28%
sty.45;15.716851;44.113919;55.521178;52.800542;52.4625;81.375;0.009294;0.009294;15;0.145028;0.836439;0.836439;15.716851;15;;0.716851;4.78%
sty.45;16.305666;43.915773;55.225722;52.811534;52.4625;81.375;0.008074;0.008074;15;0.126665;0.726618;0.726618;16.305666;15;;1.305666;8.7%
sty.35;16.793249;43.426695;55.161614;53.003452;52.6375;81.625;0.006667;0.006667;15;0.110511;0.599996;0.599996;16.793249;15;;1.793249;11.95%
sty.35;17.182944;42.611627;54.821443;53.021422;52.6375;81.625;0.005124;0.005124;15;0.089945;0.461204;0.461204;17.182944;15;;2.182944;14.55%
sty.35;17.466727;41.405666;54.449391;53.058019;52.6375;81.625;0.003513;0.003513;15;0.066282;0.316129;0.316129;17.466727;15;;2.466727;16.44%
sty.35;17.633951;39.728522;54.004404;53.122056;52.6375;81.625;0.001904;0.001904;15;0.037369;0.171382;0.171382;17.633951;15;;2.633951;17.56%
sty.35;17.669532;37.457217;53.45041;53.213362;52.6375;81.625;0.000385;0.000385;15;0.001828;0.034657;0.034657;17.669532;15;;2.669532;17.8%
sty.35;17.557094;34.764042;53.290404;53.28956;52.6375;81.625;0;0;15;0;0;0;17.557094;15;;2.557094;17.05%
sty.35;17.315879;32.378951;53.289983;53.289981;52.6375;81.625;0;0;15;0;0;0;17.315879;15;;2.315879;15.44%
01.mar;16.976281;30.281775;53.289982;53.289982;52.725;81.75;0;0;15;0;0;0;16.976281;15;;1.976281;13.18%
01.mar;16.568872;28.421559;53.289982;53.289982;52.725;81.75;0;0;15;0;0;0;16.568872;15;;1.568872;10.46%
01.mar;16.114312;26.757855;53.289982;53.289982;52.725;81.75;0;0;15;0;0;0;16.114312;15;;1.114312;7.43%
01.lut;15.621598;25.257784;53.289982;53.289982;52.9;82;0;0;15;0;0;0;15.621598;15;;0.621598;4.14%
01.lut;15.11096;23.895035;53.289982;53.289982;52.9;82;0;0;15;0;0;0;15.11096;15;;0.11096;0.74%
01.lut;14.591755;22.648922;53.289982;53.289982;52.9;82;0;0;15;0;0;0;14.591755;15;;0.408245;2.72%
01.lut;14.071115;21.50273;53.289982;53.289982;52.9;82;0;0;15;0;0;0;14.071115;15;;0.928885;6.19%
sty.15;13.550915;20.442646;53.289982;53.289982;52.9875;82.125;0;0;15;0;0;0;13.550915;15;;1.449085;9.66%
01.lut;13.052632;20.142338;52.822805;52.337744;52.9;82;0.00114;0.00114;15;0;0.102631;0.102631;13.052632;15;;1.947368;12.98%
sty.15;12.659613;21.975606;53.008378;50.304646;52.9875;82.125;0.002776;0.002776;15;0.174649;0.249802;0.249802;12.659613;15;;2.340387;15.6%
sty.15;12.466079;25.342566;54.88276;50.940423;52.9875;82.125;0.004355;0.004355;15;0.229997;0.391957;0.391957;12.466079;15;;2.533921;16.89%
sty.15;12.509974;29.383284;55.983857;51.53605;52.9875;82.125;0.005713;0.005713;15;0.257935;0.514144;0.514144;12.509974;15;;2.490026;16.6%
sty.15;12.773002;33.239077;56.586628;52.127315;52.9875;82.125;0.00674;0.00674;15;0.256425;0.606574;0.606574;12.773002;15;;2.226998;14.85%
sty.15;13.201288;36.420552;56.796327;52.63099;52.9875;82.125;0.007388;0.007388;15;0.235952;0.664936;0.664936;13.201288;15;;1.798712;11.99%
sty.15;13.730308;38.769112;56.739627;52.989961;52.9875;82.125;0.007656;0.007656;15;0.208272;0.689029;0.689029;13.730308;15;;1.269692;8.46%
sty.15;14.301149;40.325751;56.528352;53.203919;52.9875;82.125;0.007569;0.007569;15;0.180865;0.681225;0.681225;14.301149;15;;0.698851;4.66%
01.maj;14.861185;41.24951;56.478785;53.494242;53.1625;82.375;0.007179;0.007179;15;0.158652;0.64608;0.64608;14.861185;15;;0.138815;0.93%
sty.15;15.392985;41.598418;55.915283;53.347717;52.9875;82.125;0.006515;0.006515;15;0.134835;0.586335;0.586335;15.392985;15;;0.392985;2.62%
sty.15;15.862948;41.476819;55.609167;53.355753;52.9875;82.125;0.005641;0.005641;15;0.115855;0.507649;0.507649;15.862948;15;;0.862948;5.75%
sty.15;16.255468;40.967321;55.285573;53.36192;52.9875;82.125;0.004612;0.004612;15;0.096683;0.415092;0.415092;16.255468;15;;1.255468;8.37%
01.maj;16.552523;40.104453;55.16927;53.572182;53.1625;82.375;0.003498;0.003498;15;0.076917;0.31481;0.31481;16.552523;15;;1.552523;10.35%
01.maj;16.752704;38.847083;54.766836;53.592495;53.1625;82.375;0.002353;0.002353;15;0.053881;0.211739;0.211739;16.752704;15;;1.752704;11.68%
01.maj;16.844382;37.142372;54.3298;53.626928;53.1625;82.375;0.001246;0.001246;15;0.028124;0.112172;0.112172;16.844382;15;;1.844382;12.3%
01.maj;16.815044;34.953301;53.836502;53.664473;53.1625;82.375;0.000257;0.000257;15;0.000187;0.023096;0.023096;16.815044;15;;1.815044;12.1%
01.maj;16.655207;32.477964;53.71421;53.713543;53.1625;82.375;0;0;15;0;0;0;16.655207;15;;1.655207;11.03%
01.maj;16.384084;30.281186;53.713877;53.713876;53.1625;82.375;0;0;15;0;0;0;16.384084;15;;1.384084;9.23%
01.maj;16.031574;28.343519;53.713877;53.713877;53.1625;82.375;0;0;15;0;0;0;16.031574;15;;1.031574;6.88%
01.maj;15.621153;26.619801;53.713877;53.713877;53.1625;82.375;0;0;15;0;0;0;15.621153;15;;0.621153;4.14%
0.95;15.164044;25.073431;53.713877;53.713877;53.3375;82.625;0;0;15;0;0;0;15.164044;15;;0.164044;1.09%
0.95;14.682238;23.675167;53.713877;53.713877;53.3375;82.625;0;0;15;0;0;0;14.682238;15;;0.317762;2.12%
0.95;14.187259;22.506901;53.663608;53.550489;53.3375;82.625;0.000359;0.000359;15;0;0.032276;0.032276;14.187259;15;;0.812741;5.42%
0.95;13.722304;22.648904;52.77951;51.933122;53.3375;82.625;0.001459;0.001459;15;0.049883;0.131328;0.131328;13.722304;15;;1.277696;8.52%
0.95;13.366106;24.218753;54.341864;51.7474;53.3375;82.625;0.00267;0.00267;15;0.152135;0.240325;0.240325;13.366106;15;;1.633894;10.89%
0.95;13.176646;26.874991;55.419166;52.063126;53.3375;82.625;0.00385;0.00385;15;0.19184;0.346466;0.346466;13.176646;15;;1.823354;12.16%
0.95;13.176706;30.003332;56.173431;52.393988;53.3375;82.625;0.004871;0.004871;15;0.214421;0.438402;0.438402;13.176706;15;;1.823294;12.16%
0.95;13.351981;33.042244;56.607163;52.752612;53.3375;82.625;0.005648;0.005648;15;0.216761;0.508311;0.508311;13.351981;15;;1.648019;10.99%
0.95;13.663923;35.630542;56.771136;53.079096;53.3375;82.625;0.006135;0.006135;15;0.20495;0.552186;0.552186;13.663923;15;;1.336077;8.91%
0.95;14.064668;37.612243;56.737663;53.330408;53.3375;82.625;0.006324;0.006324;15;0.186102;0.569163;0.569163;14.064668;15;;0.935332;6.24%
0.95;14.508062;38.973108;56.577424;53.496598;53.3375;82.625;0.006229;0.006229;15;0.16535;0.560594;0.560594;14.508062;15;;0.491938;3.28%
0.95;14.955298;39.769171;56.345585;53.592278;53.3375;82.625;0.00588;0.00588;15;0.145192;0.529234;0.529234;14.955298;15;;0.044702;0.3%
0.95;15.376318;40.074471;56.076918;53.641432;53.3375;82.625;0.005319;0.005319;15;0.126167;0.478683;0.478683;15.376318;15;;0.376318;2.51%
0.95;15.748777;39.951634;55.787677;53.6665;53.3375;82.625;0.00459;0.00459;15;0.107777;0.413072;0.413072;15.748777;15;;0.748777;4.99%
0.95;16.056023;39.439913;55.480756;53.683643;53.3375;82.625;0.003744;0.003744;15;0.089175;0.33693;0.33693;16.056023;15;;1.056023;7.04%
0.9;16.281708;38.564563;55.264009;53.800603;53.425;82.75;0.00284;0.00284;15;0.069842;0.255577;0.255577;16.281708;15;;1.281708;8.54%
0.9;16.419162;37.315153;54.89447;53.817069;53.425;82.75;0.001932;0.001932;15;0.048986;0.173924;0.173924;16.419162;15;;1.419162;9.46%
0.9;16.458069;35.680228;54.502401;53.835334;53.425;82.75;0.001085;0.001085;15;0.027088;0.097677;0.097677;16.458069;15;;1.458069;9.72%
0.9;16.389477;33.673146;54.089156;53.842734;53.425;82.75;0.000365;0.000365;15;0.005567;0.03289;0.03289;16.389477;15;;1.389477;9.26%
0.9;16.207783;31.389568;53.870481;53.866712;53.425;82.75;0;0;15;0;0;0;16.207783;15;;1.207783;8.05%
0.9;15.924126;29.280086;53.868601;53.868593;53.425;82.75;0;0;15;0;0;0;15.924126;15;;0.924126;6.16%
0.9;15.565168;27.416416;53.868597;53.868597;53.425;82.75;0;0;15;0;0;0;15.565168;15;;0.565168;3.77%
0.9;15.152949;25.755961;53.868597;53.868597;53.425;82.75;0;0;15;0;0;0;15.152949;15;;0.152949;1.02%
0.9;14.706006;24.39628;53.790925;53.675948;53.425;82.75;0.000333;0.000333;15;0;0.029984;0.029984;14.706006;15;;0.293994;1.96%
0.9;14.265421;24.027166;53.204538;52.506414;53.425;82.75;0.00111;0.00111;15;0.044419;0.099911;0.099911;14.265421;15;;0.734579;4.9%
